delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.3000000000000001,1.5964937210083008,"[120.68958542568333, 127.65270469960404]","[122.79875676438887, 130.31185052410797]","[210.91713387055364, 265.91458245039234]",False,True
0.01,0.3100000000000001,1.6489589214324951,"[122.68714439622849, 130.32337610882695]","[124.68470336677365, 132.99404751804983]","[199.75589705451569, 267.06714092228907]",False,True
0.01,0.3200000000000001,1.701171875,"[124.80930244724536, 132.94605573546573]","[126.93146049826221, 135.5687353621045]","[212.21580510168607, 262.2679626638771]",False,True
0.01,0.3300000000000001,1.7530250549316406,"[126.81901946490932, 135.56823753683457]","[128.82873648257328, 138.1904193382034]","[200.97170176639594, 262.2181801368839]",False,True
0.01,0.34000000000000014,1.8062629699707031,"[128.96922901334761, 138.1411102627955]","[131.11943856178593, 140.7139829887564]","[215.02095484383048, 257.287272596092]",False,True
0.01,0.35000000000000014,1.8576130867004395,"[131.00667335288057, 140.7034311494483]","[133.04411769241355, 143.2657520361011]","[203.74443395329678, 256.2320886652799]",False,True
0.01,0.36000000000000015,1.9097208976745605,"[133.1989384653543, 143.21439288308895]","[135.39120357782804, 145.7253546167296]","[219.22651124737342, 251.09617336406416]",False,True
0.01,0.37000000000000016,1.9621870517730713,"[135.27827458951907, 145.70760217044267]","[137.35761071368387, 148.2008114577964]","[207.9336124164783, 249.32092873537215]",False,True
0.01,0.38000000000000017,2.0153510570526123,"[137.52474966624158, 148.14653178666933]","[139.77122474296408, 150.585461402896]","[224.6475076722504, 243.8929616226659]",False,True
0.01,0.3900000000000002,2.0663387775421143,"[139.65798023360443, 150.56410507905446]","[141.7912108009673, 152.98167837143959]","[213.32305673628582, 241.75732923851285]",False,True
0.01,0.4000000000000002,2.1183149814605713,"[141.96830002249388, 152.92352141224916]","[144.27861981138332, 155.28293774544386]","[231.03197888894442, 235.94163331947016]",False,True
0.01,0.4100000000000002,2.1713171005249023,"[144.1646604577719, 155.26211764532462]","[146.3610208930499, 157.60071387840006]","[219.63604352780095, 233.85962330754495]",False,True
0.01,0.4200000000000002,2.224277973175049,"[146.54543825875965, 157.53769893271337]","[148.9262160597474, 159.81328022010211]","[238.07778009877438, 227.55812873887464]",False,True
0.01,0.4300000000000002,2.2762858867645264,"[148.8109809429556, 159.79743431588548]","[151.07652362715157, 162.0571696990576]","[226.55426841959638, 225.97353831721136]",False,True
0.01,0.4400000000000002,2.328859806060791,"[151.2655080181479, 161.98836082622043]","[153.72003509334016, 164.17928733655538]","[245.45270751922743, 219.0926510334947]",False,True
0.01,0.45000000000000023,2.3810999393463135,"[153.60289612585302, 164.17287866848864]","[155.94028423355812, 166.35739651075681]","[233.73881077051095, 218.45178422681926]",False,True
0.01,0.46000000000000024,2.4343008995056152,"[156.13105653216502, 166.28197162686288]","[158.65921693847704, 168.39106458523713]","[252.81604063120113, 210.9092958374248]",False,True
0.01,0.47000000000000025,2.487247943878174,"[158.53956933987993, 168.3983021069178]","[160.94808214759485, 170.51463258697277]","[240.85128077149136, 211.63304800549412]",False,True
0.01,0.48000000000000026,2.5388967990875244,"[161.13796540086508, 170.43194686458315]","[163.73636146185024, 172.46559162224852]","[259.8396060985152, 203.3644757665357]",False,True
0.01,0.49000000000000027,2.5904839038848877,"[163.61370066707843, 172.4901661361249]","[166.0894359332918, 174.5483854076667]","[247.57352662133627, 205.82192715417733]",False,True
0.01,0.5000000000000002,2.641976833343506,"[166.27596729505518, 174.4580235723232]","[168.93823392303193, 176.42588100852151]","[266.22666279767486, 196.7857436198301]",False,True
0.01,0.5100000000000002,2.6939988136291504,"[168.81221360024773, 176.4707358472088]","[171.34845990544028, 178.4834481220944]","[253.62463051925488, 201.27122748855868]",False,True
0.01,0.5200000000000002,2.747030019760132,"[171.52948637770874, 178.38526179265]","[174.24675915516977, 180.29978773809117]","[271.72727774610195, 191.45259454411843]",False,True
0.01,0.5300000000000002,2.799668073654175,"[174.1172298465964, 180.366940055558]","[176.70497331548404, 182.34861831846598]","[258.7743468887652, 198.1678262907991]",False,True
0.01,0.5400000000000003,2.85256290435791,"[176.8787232164127, 182.242746622922]","[179.640216586229, 184.118553190286]","[276.1493369816307, 187.5806567364009]",False,True
0.01,0.5500000000000003,2.907214879989624,"[179.50724877912882, 184.2089765194566]","[182.13577434184495, 186.17520641599123]","[262.85255627161206, 196.6229896534614]",False,True
0.01,0.5600000000000003,2.9609580039978027,"[182.30089718753158, 186.06208027586177]","[185.09454559593436, 187.91518403226698]","[279.3648408402774, 185.310375640519]",False,True
0.01,0.5700000000000003,3.0141818523406982,"[184.95844381238737, 188.02875694828654]","[187.6159904372432, 189.9954336207113]","[265.75466248558115, 196.6676672424768]",False,True
0.01,0.5800000000000003,3.067106008529663,"[187.77155983939548, 189.8757658345795]","[190.5846758664036, 191.72277472087248]","[281.3116027008107, 184.70088862929686]",False,True
0.01,0.5900000000000003,3.1198689937591553,"[190.445990989059, 191.85829488946243]","[193.1204221387225, 193.84082394434535]","[267.4431149663505, 198.25290548829173]",False,True
0.01,0.6000000000000003,3.17301607131958,"[193.2658995088545, 193.7155881013702]","[196.08580802864998, 195.57288131327795]","[281.990851979549, 185.72932119077592]",False,True
0.01,0.6100000000000003,3.2278268337249756,"[195.9453533959806, 195.72813964877028]","[198.6248072831067, 197.74069119617036]","[267.9453887126101, 201.25515474000792]",False,True
0.01,0.6200000000000003,3.27997088432312,"[198.75996843401424, 197.61109230798402]","[201.5745834720479, 199.49404496719777]","[281.4615038033651, 188.29526592137427]",False,True
0.01,0.6300000000000003,3.332242012023926,"[201.43345665602996, 199.66595154195988]","[204.10694487804568, 201.72081077593577]","[267.34882220157203, 205.48592339758756]",False,True
0.01,0.6400000000000003,3.3851778507232666,"[204.23177654236392, 201.58824941386598]","[207.03009642869787, 203.51054728577205]","[279.83198863339567, 192.2297871906082]",False,True
0.01,0.6500000000000004,3.4379658699035645,"[206.88970389665045, 203.69529911238874]","[209.54763125093697, 205.80234881091152]","[265.7927354286528, 210.7049698522772]",False,True
0.01,0.6600000000000004,3.4901649951934814,"[209.66220933759502, 205.66837885301936]","[212.4347147785396, 207.64145859364996]","[277.25054409445704, 197.30797406306095]",False,True
0.01,0.6700000000000004,3.5419039726257324,"[212.29679198514543, 207.83473915752458]","[214.93137463269588, 210.0010994620298]","[263.4582647550431, 216.63603045052184]",False,True
0.01,0.6800000000000004,3.595012903213501,"[215.0357398131191, 209.86737788752134]","[217.77468764109278, 211.9000166175181]","[273.8947827973675, 203.2638729996762]",False,True
0.01,0.6900000000000004,3.6471519470214844,"[217.64130369554204, 212.09721750941225]","[220.24686757796493, 214.32705713130318]","[260.55638824229135, 222.98396218909176]",False,True
0.01,0.7000000000000004,3.6994149684906006,"[220.34091567697334, 214.19528331445252]","[223.0405276584046, 216.29334911949283]","[269.9611981431289, 209.80658050402923]",False,True
0.01,0.7100000000000004,3.75042986869812,"[222.91406254851526, 216.4898046475476]","[225.48720942005718, 218.78432598064268]","[257.31468715419226, 229.45213330950764]",False,True
0.01,0.7200000000000004,3.8022568225860596,"[225.5706134715853, 218.65616818209503]","[228.22716439465532, 220.82253171664243]","[265.65509230700286, 216.63635345474148]",False,True
0.01,0.7300000000000004,3.855232000350952,"[228.11024836178882, 221.01375741997282]","[230.64988325199232, 223.37134665785064]","[253.96348902035157, 235.75892378778036]",False,True
0.01,0.7400000000000004,3.908409833908081,"[230.72206077193985, 223.24835514748287]","[233.33387318209088, 225.4829528749929]","[261.1812410151032, 223.45977275100353]",False,True
0.01,0.7500000000000004,3.961545944213867,"[233.22928218075236, 225.6648781598413]","[235.73650358956488, 228.08140117219972]","[250.72214088125122, 241.65230123584251]",False,True
0.01,0.7600000000000005,4.014129877090454,"[235.79663692147258, 227.96491050248412]","[238.3639916621928, 230.26494284512694]","[256.73547407202193, 230.00323426428224]",False,True
0.01,0.7700000000000005,4.067134857177734,"[238.27449926497303, 230.43412664724372]","[240.75236160847345, 232.9033427920033]","[247.78623435004334, 246.9216144759585]",False,True
0.01,0.7800000000000005,4.119726896286011,"[240.79947189173794, 232.7943696180938]","[243.32444451850287, 235.15461258894393]","[252.49726267649208, 236.02429708501091]",False,True
0.01,0.7900000000000005,4.172106981277466,"[243.2526380262641, 235.30842952371174]","[245.70580416079025, 237.82248942932966]","[245.31661345261568, 251.4059905617927]",False,True
0.01,0.8000000000000005,4.225075006484985,"[245.738871679635, 237.72163606982514]","[248.2251053330059, 240.13484261593857]","[248.62336533709026, 241.32065461134147]",False,True
0.01,0.8100000000000005,4.278034925460815,"[248.17318086201766, 240.27162623502505]","[250.60749004440032, 242.82161640022494]","[243.43091823826626, 254.9990165199901]",False,True
0.01,0.8200000000000005,4.3301897048950195,"[250.6256066981162, 242.72899305144944]","[253.07803253421477, 245.18635986787385]","[245.24258360985556, 245.7366816424397]",False,True
0.01,0.8300000000000005,4.383011817932129,"[253.04758915105947, 245.30549014756343]","[255.4695716040027, 247.8819872436774]","[242.19824529432543, 257.64970961139824]",False,True
0.01,0.8400000000000005,4.434903144836426,"[255.47210615037181, 247.79716650948092]","[257.89662314968416, 250.2888428713984]","[242.45169993123454, 249.16763619174844]",False,True
0.01,0.8500000000000005,4.486861705780029,"[257.8884786897654, 250.3907674618132]","[260.30485122915894, 252.98436841414548]","[241.63725393935636, 259.3600952332281]",False,True
0.01,0.8600000000000005,4.541175842285156,"[260.2916056284218, 252.90638403517718]","[262.6947325670782, 255.42200060854117]","[240.3126938656385, 251.56165733639853]",False,True
0.01,0.8700000000000006,4.5940821170806885,"[262.7087830835454, 255.50818383939855]","[265.1259605386691, 258.1099836436199]","[241.71774551236638, 260.17998042213577]",False,True
0.01,0.8800000000000006,4.646405935287476,"[265.0972965316278, 258.0373809396033]","[267.4858099797102, 260.56657803980795]","[238.85134480823922, 252.91971002046978]",False,True
0.01,0.8900000000000006,4.699275016784668,"[267.5209508933234, 260.6393778987401]","[269.9446052550189, 263.24137485787696]","[242.36543616955544, 260.1996959136841]",False,True
0.01,0.9000000000000006,4.752125978469849,"[269.90152409175744, 263.1723139150461]","[272.2820972901915, 265.7052499313521]","[238.05731984340355, 253.2936016305996]",False,True
0.01,0.9100000000000006,4.80493688583374,"[272.33621786138553, 265.7677304515162]","[274.7709116310136, 268.3631469879863]","[243.4693769628069, 259.5416536470083]",False,True
0.01,0.9200000000000006,4.858536005020142,"[274.71507599712436, 268.2955519959285]","[277.0939341328631, 270.82337354034087]","[237.88581357387955, 252.78215444123475]",False,True
0.01,0.9300000000000006,4.911266803741455,"[277.16398887151126, 270.8790671933364]","[279.6129017458982, 273.46258239074433]","[244.89128743869344, 258.35151974079054]",False,True
0.01,0.9400000000000006,4.96381688117981,"[279.5465964335526, 273.3943230382687]","[281.92920399559404, 275.9095788832009]","[238.2607562041386, 251.5255844932227]",False,True
0.01,0.9500000000000006,5.015871047973633,"[282.0113562700541, 275.96221951194593]","[284.4761161065555, 278.5301159856232]","[246.4759836501429, 256.78964736772514]",False,True
0.01,0.9600000000000006,5.0680787563323975,"[284.40215169859925, 278.4592008233243]","[286.7929471271444, 280.95618213470266]","[239.07954285451467, 249.6981311378363]",False,True
0.01,0.9700000000000006,5.119812965393066,"[286.88277270856486, 281.0094326550278]","[289.36339371853046, 283.5596644867313]","[248.06210099656028, 255.02318317035133]",False,True
0.01,0.9800000000000006,5.172530889511108,"[289.2849643632625, 283.484422836927]","[291.68715601796015, 285.9594130188263]","[240.21916546976456, 247.4990181899244]",False,True
0.01,0.9900000000000007,5.224987983703613,"[291.7798885533095, 286.01661288192884]","[294.2748127433565, 288.5488029269307]","[249.49241900470156, 253.21900450018404]",False,True
0.01,1.0000000000000007,5.277771949768066,"[294.1953240541819, 288.4680320462751]","[296.61075955505436, 290.91945121062133]","[241.54355008724337, 245.14191643462482]",False,True
0.01,1.0100000000000007,5.330061912536621,"[296.70155661225385, 290.98340623339794]","[299.20778917032584, 293.4987804205208]","[250.62325580719573, 251.5374187122859]",False,True
0.01,1.0200000000000007,5.383052110671997,"[299.13067476820595, 293.41183840852193]","[301.5597929241581, 295.84027058364586]","[242.9118155952125, 242.84321751239588]",False,True
0.01,1.0300000000000007,5.4364519119262695,"[301.6440005124974, 295.91310250873715]","[304.15732625678896, 298.4143666089524]","[251.33257442915067, 250.12641002152236]",False,True
0.01,1.0400000000000007,5.489029884338379,"[304.0858712637578, 298.3211985909916]","[306.5277420150181, 300.7292946732461]","[244.18707512603248, 240.8096082254474]",False,True
0.01,1.0500000000000007,5.542089939117432,"[306.6011372022506, 300.81236045492807]","[309.11640314074344, 303.3035223188645]","[251.52659384928313, 249.11618639364406]",False,True
0.01,1.0600000000000007,5.5952229499816895,"[309.05359022663225, 303.2046167172591]","[311.5060432510139, 305.5968729795902]","[245.24530243816685, 239.2256262331074]",False,True
0.01,1.0700000000000007,5.64798378944397,"[311.56503822681, 305.6907553658271]","[314.07648622698764, 308.1768940143951]","[251.1448000177694, 248.61386485679873]",False,True
0.01,1.0800000000000007,5.700326919555664,"[314.0248751827113, 308.07317582404085]","[316.4847121386126, 310.45559628225453]","[245.98369559013236, 238.24204582137156]",False,True
0.01,1.0900000000000007,5.751995801925659,"[316.5265081642568, 310.5601589816872]","[319.02814114580235, 313.04714213933363]","[250.16329815455265, 248.69831576463923]",False,True
0.01,1.1000000000000008,5.8051347732543945,"[318.98978726129815, 312.93981941053414]","[321.4530663583395, 315.3194798393811]","[246.3279097041351, 237.96604288469325]",False,True
0.01,1.1100000000000008,5.85812783241272,"[321.4757517490676, 315.4339735820986]","[323.9617162368371, 317.928127753663]","[248.5964487769479, 249.41541715644178]",False,True
0.01,1.1200000000000008,5.911163806915283,"[323.9381269999865, 317.81851439268553]","[326.40050225090533, 320.2030552032725]","[246.23752509188535, 238.45408105869694]",False,True
0.01,1.1300000000000008,5.964120149612427,"[326.4030941125065, 320.32625626098826]","[328.8680612250265, 322.833998129291]","[246.49671125200143, 250.77418683027304]",False,True
0.01,1.1400000000000008,6.0170488357543945,"[328.8601860071073, 322.7233394486343]","[331.3172779017081, 325.1204226362804]","[245.70918946008078, 239.7083187646075]",False,True
0.01,1.1500000000000008,6.069623708724976,"[331.2997121216555, 325.250783439019]","[333.7392382362037, 327.7782274294037]","[243.95261145481868, 252.7443990384711]",False,True
0.01,1.1600000000000008,6.122229099273682,"[333.74748247423946, 327.66755399023066]","[336.19525282682343, 330.0843245414423]","[244.7770352583973, 241.67705512116413]",False,True
0.01,1.1700000000000008,6.174877882003784,"[336.15833029136473, 330.2201170575192]","[338.56917810849, 332.7726801248077]","[241.08478171252727, 255.25630672885313]",False,True
0.01,1.1800000000000008,6.22614598274231,"[338.5934324819471, 332.6627104091815]","[341.0285346725295, 335.10530376084375]","[243.510219058237, 244.2593351662282]",False,True
0.01,1.1900000000000008,6.2776038646698,"[340.97383354692533, 335.24473999256907]","[343.3542346119035, 337.8267695759566]","[238.04010649782015, 258.2029583387538]",False,True
0.01,1.2000000000000008,6.3293139934539795,"[343.39391085969544, 337.717873730591]","[345.81398817246554, 340.19100746861295]","[242.0077312770104, 247.3133738021943]",False,True
0.01,1.2100000000000009,6.380851984024048,"[345.74375229620483, 340.3323270652577]","[348.0935937327142, 342.94678039992436]","[234.98414365093936, 261.44533346666776]",False,True
0.01,1.2200000000000009,6.434106826782227,"[348.14766164796765, 342.8390071280246]","[350.5515709997305, 345.34568719079147]","[240.39093517628203, 250.66800627668897]",False,True
0.01,1.2300000000000009,6.486991882324219,"[350.4685832293997, 345.4872088238578]","[352.7895048108318, 348.135410519691]","[232.092158143206, 264.8201695833194]",False,True
0.01,1.2400000000000009,6.540044069290161,"[352.85652880843065, 348.0285689302747]","[355.24447438746165, 350.5699290366915]","[238.79455790309692, 254.1360106416846]",False,True
0.01,1.2500000000000009,6.592461109161377,"[355.15192151979716, 350.71006873009765]","[357.44731423116366, 353.3915685299207]","[229.5392711366503, 268.1499799823001]",False,True
0.01,1.260000000000001,6.644897937774658,"[357.52549172988245, 353.28534816819877]","[359.8990619399677, 355.86062760629983]","[237.3570210085262, 257.52794381010915]",False,True
0.01,1.270000000000001,6.69786810874939,"[359.80039528371344, 355.9978926274597]","[362.0752988375445, 358.71043708672056]","[227.49035538310238, 271.2544459260897]",False,True
0.01,1.280000000000001,6.751014947891235,"[362.1625055660689, 358.6045439244267]","[364.52461584842433, 361.2111952213937]","[236.21102823554452, 260.66512969670157]",False,True
0.01,1.290000000000001,6.80400276184082,"[364.42340925746214, 361.34416559613373]","[366.6843129488554, 364.0837872678408]","[226.09036913932528, 273.9621671707056]",False,True
0.01,1.300000000000001,6.857089042663574,"[366.7781614261912, 363.97807198587105]","[369.13291359492035, 366.6119783756084]","[235.47521687291066, 263.39063897373194]",False,True
0.01,1.310000000000001,6.909972906112671,"[369.03271941939136, 366.73928911213955]","[371.28727741259155, 369.5005062384081]","[225.45579932001658, 276.12171262685195]",False,True
0.01,1.320000000000001,6.96288275718689,"[371.3851939121828, 369.39506378309966]","[373.7376684049743, 372.05083845405983]","[235.24744927914583, 265.5774670960142]",False,True
0.01,1.330000000000001,7.016180038452148,"[373.6418717455747, 372.1711740847877]","[375.89854957896654, 374.94728438647576]","[225.66778333918762, 277.611030168805]",False,True
0.01,1.340000000000001,7.068912982940674,"[375.99787198164984, 374.8425098628083]","[378.3538722177249, 377.5138456408289]","[235.60002360751184, 267.1335778020591]",False,True
0.01,1.350000000000001,7.12309193611145,"[378.26554515958014, 377.62595506691446]","[380.5332183375104, 380.40940027102056]","[226.7673177930277, 278.344520410613]",False,True
0.01,1.360000000000001,7.175981760025024,"[380.63131298416533, 380.3059944843576]","[382.99708080875047, 382.98603390180074]","[236.57678245851628, 268.00394174431403]",False,True
0.01,1.370000000000001,7.22894287109375,"[382.91884070229304, 383.08876845285533]","[385.20636842042074, 385.8715424213531]","[228.75277181277056, 278.27739684977644]",False,True
0.01,1.380000000000001,7.281981945037842,"[385.3007592932282, 385.7704691979418]","[387.6826778841634, 388.45216994302825]","[238.1918590935186, 268.17007450864594]",False,True
0.01,1.390000000000001,7.335072994232178,"[387.6165566651473, 388.54454196531316]","[389.9323540370663, 391.3186147326845]","[231.57973719190466, 277.4072767371365]",False,True
0.01,1.400000000000001,7.388193130493164,"[390.02085336303753, 391.22101994186613]","[392.42515006092776, 393.8974979184191]","[240.42966978902314, 267.6477976552974]",False,True
0.01,1.410000000000001,7.44102668762207,"[392.37248430079353, 393.9787520670658]","[394.72411523854953, 396.73648419226544]","[235.16309377559992, 275.7732125199652]",False,True
0.01,1.420000000000001,7.4939539432525635,"[394.8049418628691, 396.64359187391244]","[397.23739942494467, 399.30843168075904]","[243.24575620755695, 266.4839806846629]",False,True
0.01,1.430000000000001,7.54740571975708,"[397.1987524838595, 399.378117303889]","[399.59256310484994, 402.11264273386547]","[239.3810620990422, 273.45254299765145]",False,True
0.01,1.440000000000001,7.600002765655518,"[399.6644343766911, 402.02564615018855]","[402.13011626952266, 404.6731749964881]","[246.5681892831583, 264.7528846299565]",False,True
0.01,1.450000000000001,7.653435945510864,"[402.1052439373808, 404.7312062098497]","[404.54605349807053, 407.4367662695109]","[244.0809560689729, 270.5560059661167]",False,True
0.01,1.460000000000001,7.707041025161743,"[404.6082381810953, 407.35673092712085]","[407.1112324248099, 409.982255644392]","[250.29942437145394, 262.5524717271162]",False,True
0.01,1.470000000000001,7.760040998458862,"[407.09910142241574, 410.02894621381654]","[409.5899646637362, 412.7011615005122]","[249.08632413204543, 267.2215286695689]",False,True
0.01,1.480000000000001,7.813432931900024,"[409.64228830832167, 412.62895368880015]","[412.18547519422754, 415.2289611637838]","[254.31868859058966, 260.00074749836415]",False,True
0.01,1.490000000000001,7.86712384223938,"[412.18433989246927, 415.2650240711472]","[414.72639147661687, 417.90109445349424]","[254.20515841476004, 263.6070382347043]",False,True
0.01,1.500000000000001,7.919837951660156,"[414.76919116207034, 417.8373435107379]","[417.3540424316714, 420.4096629503286]","[258.48512696010744, 257.23194395907]",False,True
0.01,1.5100000000000011,7.9731268882751465,"[417.36157954821357, 420.43616909318933]","[419.9539679343568, 423.03499467564075]","[259.23883861432273, 259.8825582451411]",False,True
0.01,1.5200000000000011,8.026373863220215,"[419.98799944559346, 422.9800911222628]","[422.61441934297335, 425.5240131513363]","[262.641989737989, 254.39220290734852]",False,True
0.01,1.5300000000000011,8.080502033233643,"[422.6279139337772, 425.54230931479606]","[425.267828421961, 428.1045275073293]","[263.9914488183763, 256.2218192533237]",False,True
0.01,1.5400000000000011,8.13369870185852,"[425.2941348267581, 428.0586534467818]","[427.960355719739, 430.57499757876764]","[266.62208929809026, 251.63441319857895]",False,True
0.01,1.5500000000000012,8.18631887435913,"[427.9769254260582, 430.58658975496394]","[430.6597160253582, 433.11452606314606]","[268.2790599300034, 252.79363081821202]",False,True
0.01,1.5600000000000012,8.24033784866333,"[430.6794714176709, 433.0777096981109]","[433.3820174092836, 435.5688296412578]","[270.2545991612709, 249.11199431469413]",False,True
0.01,1.5700000000000012,8.294999122619629,"[433.3988566047087, 435.5752430624537]","[436.1182417917465, 438.0727764267965]","[271.9385187037801, 249.75333643428144]",False,True
0.01,1.5800000000000012,8.347929954528809,"[436.13258703812164, 438.0449596948556]","[438.8663174715346, 440.5146763272575]","[273.3730433412944, 246.97166324019122]",False,True
0.01,1.5900000000000012,8.402052879333496,"[438.8809394984374, 440.5173074297395]","[441.62929195875313, 442.98965516462346]","[274.83524603157434, 247.23477348839253]",False,True
0.01,1.6000000000000012,8.454251050949097,"[441.63918029549103, 442.97076253143604]","[444.3974210925447, 445.42421763313257]","[275.8240797053645, 245.34551016965338]",False,True
0.01,1.6100000000000012,8.508033037185669,"[444.4078757417876, 445.4241950002546]","[447.1765711880842, 447.8776274690731]","[276.869544629659, 245.34324688185336]",False,True
0.01,1.6200000000000012,8.5609290599823,"[447.18264043331044, 447.86762469220866]","[449.9574051248332, 450.3110543841628]","[277.47646915227904, 244.3429691954094]",False,True
0.01,0.0,0.0049288272857666016,"[52.02999699829213, 52.02926341387143]","[54.059993996584254, 54.05852682774287]","[202.9996998292127, 202.92634138714334]",False,True
0.01,0.01,0.05614900588989258,"[55.04976695602621, 55.047638916396934]","[58.069536913760295, 58.066014418922435]","[301.9769957734084, 301.8375502525501]",False,True
0.01,0.02,0.10714173316955566,"[58.57207503138017, 58.56867116736045]","[62.094383106734135, 62.08970341832396]","[352.2308075353962, 352.10322509635114]",False,True
0.01,0.03,0.1590709686279297,"[62.10862768267385, 62.10318590185224]","[66.12648627383504, 66.11872922661198]","[353.6552651293677, 353.45147344917916]",False,True
0.01,0.04,0.2099158763885498,"[65.64491837612154, 65.63796273407725]","[70.16578938717868, 70.15689839198903]","[353.6290693447695, 353.47768322250033]",False,True
